iter	Logloss
166	0.09682840347
167	0.09561468124
168	0.09449956894
169	0.09375066757
170	0.09301585197
171	0.09223465919
172	0.0918034935
173	0.0911760807
174	0.09048007965
175	0.08989038467
176	0.08935970306
177	0.08877602577
178	0.08808859825
179	0.08730571747
180	0.08656766891
181	0.08609375
182	0.08535596848
183	0.08489200592
184	0.08428741455
185	0.08383328438
186	0.0832311821
187	0.0824274826
188	0.08187376022
189	0.08110154152
190	0.08085149765
191	0.08032112122
192	0.07972114563
193	0.07915266514
194	0.07856272697
195	0.07779312611
196	0.07724863052
197	0.07681270599
198	0.07632837772
199	0.07591423035
200	0.07539931297
201	0.07457692623
202	0.07416758537
203	0.07362287998
204	0.07298120499
205	0.07247122765
206	0.0719756031
207	0.07138809204
208	0.07099809647
209	0.07047130585
210	0.06977959633
211	0.06947905064
212	0.06912909508
213	0.06875588417
214	0.06838267326
215	0.06807985306
216	0.06761267662
217	0.06693264484
218	0.06620319366
219	0.06568062782
220	0.06502348423
221	0.06453269958
222	0.06411957741
223	0.06371209145
224	0.06316009998
225	0.06253591537
226	0.062029109
227	0.06172816277
228	0.06141961098
229	0.06106748581
230	0.06073454857
231	0.06027272224
232	0.0599733305
233	0.05947147369
234	0.05913377285
235	0.05893020153
236	0.05862625599
237	0.05829128265
238	0.05801680565
239	0.05760144234
240	0.05719316483
241	0.05681462765
242	0.0565252018
243	0.05610806465
244	0.05564326286
245	0.05538203239
246	0.05505446911
247	0.05464747429
248	0.0542220211
249	0.05372603416
250	0.0534906435
251	0.05321949005
252	0.05293925285
253	0.05249237061
254	0.0521920681
255	0.05195645332
256	0.0516664362
257	0.05132510662
258	0.050997715
259	0.05078362465
260	0.05039196968
261	0.05006000519
262	0.04993853092
263	0.04968117237
264	0.04937486172
265	0.04907250404
266	0.04860671043
267	0.04826086521
268	0.04785820961
269	0.04756319046
270	0.04714729309
271	0.04671061516
272	0.04656340122
273	0.04626863956
274	0.04603416443
275	0.04564692974
276	0.04537917137
277	0.04504150391
278	0.04473112583
279	0.04457118034
280	0.04431153297
281	0.04403144836
282	0.04384402275
283	0.04353614807
284	0.04326617718
285	0.04305642128
286	0.04285708427
287	0.04265454769
288	0.04246994019
289	0.04220799446
290	0.04196644306
291	0.04172880173
292	0.0414060688
293	0.0412228632
294	0.04099899769
295	0.04067759514
296	0.04042630196
297	0.04017431736
298	0.04005353928
299	0.03981182337
300	0.03960027933
301	0.03933419943
302	0.03912122726
303	0.03891315937
304	0.03865036964
305	0.03852995396
306	0.03841172934
307	0.03820576429
308	0.03795125246
309	0.03784318924
310	0.03770749569
311	0.03747412682
312	0.03734028578
313	0.03703728437
314	0.03684795618
315	0.03660242796
316	0.03631350756
317	0.0361349678
318	0.03601492882
319	0.03586880684
320	0.0357395649
321	0.03558111191
322	0.03536111832
323	0.03516535759
324	0.03496336699
325	0.034809618
326	0.03469863653
327	0.03454306126
328	0.03436926603
329	0.03421960831
330	0.0340158844
331	0.03390089512
332	0.03369894981
333	0.03357154846
334	0.03346352339
335	0.03335936785
336	0.0332363987
337	0.03304851055
338	0.03293335438
339	0.03280250072
340	0.03259703636
341	0.03253477573
342	0.03234152794
343	0.03224253654
344	0.03216843128
345	0.0319812727
346	0.03178563833
347	0.03162216902
348	0.03150309086
349	0.03127421618
350	0.03119172335
351	0.03108847618
352	0.03093302727
353	0.03079843998
354	0.03068800449
355	0.03059201479
356	0.03045742989
357	0.03037314892
358	0.03030807257
359	0.03017457485
360	0.03009113312
361	0.02990466356
362	0.02978067875
363	0.029711411
364	0.0296398139
365	0.02949415684
366	0.02938181639
367	0.02919885159
368	0.02906486273
369	0.02891432285
370	0.02875786066
371	0.02867115498
372	0.02850406647
373	0.02839684963
374	0.0282129097
375	0.0280290103
376	0.02794525146
377	0.02782797813
378	0.02769235373
379	0.02755770922
380	0.02737608194
381	0.02730307341
382	0.02721124887
383	0.0271139431
384	0.02696799755
385	0.02690377235
386	0.02675024509
387	0.02668586969
388	0.02660606384
389	0.02654802799
390	0.02640034676
391	0.02632548571
392	0.02622404099
393	0.02609373808
394	0.02590751886
395	0.02580667973
396	0.02573259354
397	0.02559533834
398	0.02548830509
399	0.02540020943
400	0.0253173542
401	0.02517897606
402	0.02506359577
403	0.0249710989
404	0.02489681244
405	0.02478363752
406	0.02465186834
407	0.02455481052
408	0.02451080561
409	0.02444761753
410	0.0243727684
411	0.02426351786
412	0.02416945934
413	0.02410188198
414	0.02397673607
415	0.02392155886
416	0.02387063503
417	0.0237790823
418	0.02363513947
419	0.02357630491
420	0.02345905781
421	0.02338769436
422	0.02329017162
423	0.02315363646
424	0.02307543516
425	0.02302830696
426	0.02294359207
427	0.02287038803
428	0.02278464317
429	0.02272123814
430	0.02264812469
431	0.02259087086
432	0.02252640963
433	0.02244351864
434	0.02234622955
435	0.02224196434
436	0.02217336178
437	0.02211709023
438	0.02200593233
439	0.02190599203
440	0.02181050539
441	0.02172105789
442	0.02165863514
443	0.02159597158
444	0.02154272795
445	0.02149413109
446	0.02137827873
447	0.02125457048
448	0.02120229244
449	0.02113744974
450	0.02103810787
451	0.02095784426
452	0.02086740017
453	0.02078975677
454	0.02071460962
455	0.02063891888
456	0.02055927992
457	0.02045910358
458	0.0204102087
459	0.02033052921
460	0.02024727345
461	0.02016771555
462	0.02012129307
463	0.02007062912
464	0.01998958707
465	0.01993456841
466	0.01988526344
467	0.01977059484
468	0.0196795702
469	0.01959346533
470	0.01955357194
471	0.01951957703
472	0.01947263479
473	0.01944111824
474	0.01937313318
475	0.01931315064
476	0.0192736423
477	0.01916701913
478	0.01909490108
479	0.0189855957
480	0.01893116951
481	0.01888828993
482	0.01884275913
483	0.01877195358
484	0.01873309612
485	0.01867856503
486	0.01860424757
487	0.01855700731
488	0.01848456264
489	0.0184420836
490	0.01835612297
491	0.01830037355
492	0.01825265169
493	0.01817462087
494	0.01813966155
495	0.01808285594
496	0.01798985243
497	0.01789569139
498	0.01780659437
499	0.01774230719
500	0.01767919064
501	0.01759883285
502	0.01755568027
503	0.01751960039
504	0.0174509263
505	0.0173799777
506	0.01733007312
507	0.01726803303
508	0.01723726273
509	0.01716661215
510	0.01712513685
511	0.01706931353
512	0.01701627731
513	0.01696974635
514	0.01692680836
515	0.01689848781
516	0.01685582638
517	0.01679402113
518	0.01674183607
519	0.01667987466
520	0.01662982225
521	0.01656888604
522	0.01649989128
523	0.01644472361
524	0.01637840748
525	0.01633991003
526	0.01629337549
527	0.01625136256
528	0.01617711067
529	0.01610418797
530	0.01603901148
531	0.01599805236
532	0.01594734669
533	0.01590747237
534	0.01585309148
535	0.01582369566
536	0.01575558305
537	0.01570262432
538	0.01567455888
539	0.01565020323
540	0.01562713504
541	0.01560163736
542	0.01556012154
543	0.01551176071
544	0.01545512199
545	0.01542840838
546	0.01535701752
547	0.01530006289
548	0.01523040771
549	0.0152068615
550	0.01516664505
551	0.01514479399
552	0.01510811567
553	0.0150758481
554	0.01504833579
555	0.01497392774
556	0.01494060278
557	0.01490635633
558	0.0148747921
559	0.01481376648
560	0.01478240252
561	0.01472814918
562	0.01469943523
563	0.0146525991
564	0.01458159208
565	0.01454639673
566	0.01450740099
567	0.01449109435
568	0.01444587827
569	0.01440891504
570	0.01434691548
571	0.01430468082
572	0.0142547965
573	0.01423696399
574	0.01420045495
575	0.01417288184
576	0.01414648652
577	0.01410409808
578	0.01408755779
579	0.0140461731
580	0.01399810553
581	0.01396491528
582	0.01391152263
583	0.01387281895
584	0.01385427237
585	0.01381925106
586	0.01377376199
587	0.01375102639
588	0.01370158315
589	0.0136653018
590	0.01364120841
591	0.01361530304
592	0.01358307719
593	0.01354339838
594	0.01351569653
595	0.01347217441
596	0.01343886137
597	0.01340626001
598	0.0133810246
599	0.01336198688
600	0.01333164692
601	0.01331286669
602	0.01329924583
603	0.01325733423
604	0.01322507024
605	0.01319972873
606	0.01315383911
607	0.01313043952
608	0.01311458945
609	0.01306498885
610	0.01302073359
611	0.01300306082
612	0.01296485543
613	0.01293641567
614	0.01291691542
615	0.01289306879
616	0.01284342527
617	0.01282759666
618	0.01280674934
619	0.01275355101
620	0.01272332788
621	0.01269073009
622	0.0126591754
623	0.01260769844
624	0.01256955981
625	0.01254228115
626	0.01251250029
627	0.01249135375
628	0.01244944572
629	0.01243503571
630	0.0124065578
631	0.01238605857
632	0.01235620499
633	0.01231865406
634	0.01229657769
635	0.01225803733
636	0.01222622037
637	0.01218955517
638	0.01215291977
639	0.01213300705
640	0.01210806489
641	0.01207821369
642	0.01206256628
643	0.01203983903
644	0.01201163173
645	0.01197727919
646	0.01193380237
647	0.01190433979
648	0.01188160658
649	0.01185692668
650	0.01183794737
651	0.01179908991
652	0.01178006887
653	0.01175388575
654	0.01173524857
655	0.0117113018
656	0.01168415904
657	0.0116608119
658	0.01162538767
659	0.01160094261
660	0.01156686306
661	0.01153876901
662	0.01152040482
663	0.01149227381
664	0.01147629499
665	0.01145880699
666	0.01143702388
667	0.01141270757
668	0.01136887312
669	0.01135358334
670	0.0113174355
671	0.0112875843
672	0.01125988245
673	0.01122446299
674	0.01119940877
675	0.01116614819
676	0.01114277363
677	0.01110125542
678	0.01108022213
679	0.01106509328
680	0.01103782415
681	0.01099657536
682	0.01095298052
683	0.01092311382
684	0.0108844614
685	0.01086110353
686	0.01084458828
687	0.01080812931
688	0.01077890992
689	0.01076335907
690	0.01074088573
691	0.0107229805
692	0.01068663597
693	0.010658077
694	0.01063979149
695	0.01061289668
696	0.010573771
697	0.01053706527
698	0.01049908161
699	0.01046571493
700	0.01044390082
701	0.01042575479
702	0.01039761543
703	0.01037635565
704	0.01035458565
705	0.01034137845
706	0.01031590819
707	0.01029790878
708	0.0102797544
709	0.01026814699
710	0.01024242163
711	0.01022747993
712	0.01020232916
713	0.01018368721
714	0.01016895056
715	0.01013463497
716	0.01010677934
717	0.01008708239
718	0.0100662148
719	0.01003899574
720	0.01001381159
721	0.009991137981
722	0.009967046976
723	0.009948381186
724	0.009931975603
725	0.009895826578
726	0.00987647891
727	0.00986283958
728	0.009847521782
729	0.009838061929
730	0.00981562078
731	0.009802701473
732	0.009782918692
733	0.009769908786
734	0.009735283852
735	0.009701371193
736	0.009677201509
737	0.009653476477
738	0.009634673595
739	0.009605460763
740	0.009591370821
741	0.00957626462
742	0.009559165835
743	0.009537587762
744	0.009508797526
745	0.009490270615
746	0.009474187493
747	0.00945618093
748	0.009433083534
749	0.009423363209
750	0.009403600693
751	0.009377292991
752	0.009359521866
753	0.009336191416
754	0.009309513569
755	0.009287128448
756	0.009268140793
757	0.009249044657
758	0.00923666358
759	0.009221711755
760	0.009190952182
761	0.009159094095
762	0.009136517048
763	0.009110497832
764	0.009089738131
765	0.009059839249
766	0.009049663544
767	0.0090346241
768	0.009008740187
769	0.008991189003
770	0.008960678577
771	0.008937516212
772	0.008908832073
773	0.008895388246
774	0.008873446584
775	0.008859398365
776	0.00883208096
777	0.008815612793
778	0.008792322278
779	0.00876609385
780	0.008742246628
781	0.008724771142
782	0.008696151376
783	0.008681918383
784	0.008656489253
785	0.008643097281
786	0.008629369736
787	0.00861882925
788	0.00859618783
789	0.008581721783
790	0.008563498259
791	0.00853820622
792	0.008526158333
793	0.008512485623
794	0.008498266935
795	0.008484051228
796	0.008467782736
797	0.008442609906
798	0.008427876234
799	0.008402010202
800	0.008380252719
801	0.008360420465
802	0.00833845973
803	0.008320545554
804	0.00829693675
805	0.008283875585
806	0.008259371519
807	0.008243470788
808	0.008218970299
809	0.008204784393
810	0.008179504275
811	0.00816272974
812	0.008145791292
813	0.008127029538
814	0.008112237453
815	0.008091881871
816	0.008072872162
817	0.008050644398
818	0.008034245968
819	0.008019124269
820	0.008001634479
821	0.007987422347
822	0.007965747118
823	0.007950763106
824	0.00793112278
825	0.007908915877
826	0.007891589403
827	0.007867856622
828	0.007853390574
829	0.007834043503
830	0.00781894505
831	0.007804787755
832	0.007791749239
833	0.007769764662
834	0.00775811553
835	0.007744725943
836	0.007733434439
837	0.007713953257
838	0.007698341608
839	0.007689768076
840	0.007675098777
841	0.007662008405
842	0.007647166252
843	0.007628674507
844	0.007606662512
845	0.00759439826
846	0.007578349113
847	0.007561051846
848	0.007549152374
849	0.00753354013
850	0.007519352436
851	0.007505351901
852	0.007490435243
853	0.007483674288
854	0.007468268275
855	0.007457954884
856	0.007439605594
857	0.007425669432
858	0.007411596179
859	0.007399966717
860	0.007386236787
861	0.007371277213
862	0.007352766395
863	0.007334159017
864	0.007315554619
865	0.007298889756
866	0.007278647423
867	0.007270544767
868	0.007260873914
869	0.007242940068
870	0.007226375937
871	0.007208447456
872	0.007194489837
873	0.007179301381
874	0.007166135311
875	0.007151827216
876	0.007140536308
877	0.007127274275
878	0.007113259435
879	0.007095637918
880	0.007082912922
881	0.007073774934
882	0.007063643932
883	0.007047923803
884	0.007029896379
885	0.007011654973
886	0.006999712586
887	0.006984182596
888	0.006968566775
889	0.006951336265
890	0.006936411858
891	0.006918564439
892	0.00690079689
893	0.006888554096
894	0.006871097684
895	0.006860343814
896	0.006850146055
897	0.006837195158
898	0.00682441771
899	0.006807205677
900	0.006797278523
901	0.006784755588
902	0.006776759028
903	0.006759769917
904	0.006748803854
905	0.006741303802
906	0.006723652482
907	0.006710671782
908	0.006703467965
909	0.006687902808
910	0.006672759056
911	0.006662427783
912	0.006647264957
913	0.006632348299
914	0.006618233323
915	0.006602425575
916	0.006590685844
917	0.006578779817
918	0.00656817317
919	0.006552444696
920	0.006537996531
921	0.006525328755
922	0.006509709358
923	0.006494651437
924	0.006480745077
925	0.006465209723
926	0.006450657845
927	0.006435768604
928	0.006420576572
929	0.006406354308
930	0.006392884851
931	0.006378184557
932	0.006363846064
933	0.006349989176
934	0.006334705353
935	0.006319233179
936	0.006305512786
937	0.006293777227
938	0.00628246665
939	0.006268430948
940	0.006254897118
941	0.006242443919
942	0.006229720712
943	0.006216398478
944	0.006203713417
945	0.006189833879
946	0.00618044138
947	0.006167217493
948	0.006154888272
949	0.006143347621
950	0.006130530834
951	0.006120405197
952	0.006107904911
953	0.006097947359
954	0.006085851192
955	0.006073255539
956	0.006060636044
957	0.00604747057
958	0.006038178802
959	0.006025871038
960	0.006016404033
961	0.006004680991
962	0.005990787745
963	0.005978739262
964	0.005967980027
965	0.005954885483
966	0.005942940116
967	0.005929715633
968	0.005916138887
969	0.005905129313
970	0.005893189311
971	0.005882223248
972	0.005873515606
973	0.00586228013
974	0.005854933262
975	0.005843067169
976	0.005834783316
977	0.005823688507
978	0.005812661648
979	0.005799963474
980	0.00578920722
981	0.005778665543
982	0.00576798439
983	0.005755411386
984	0.005743768215
985	0.0057330966
986	0.005722874403
987	0.005711804032
988	0.005703139305
989	0.005697103739
990	0.005688853264
991	0.005677572489
992	0.005667095184
993	0.005656651258
994	0.005645666122
995	0.005634894967
996	0.005624192953
997	0.005614241958
998	0.005604051352
999	0.005594218969
